Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Junio 1767,El alcalde de Zalamea,,,,,932,El astrólogo,,Entremés,,,,Sainete: El casamentero,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Junio 1767,El alcalde de Zalamea,,,,,527,El astrólogo,,Entremés,,,,Sainete: El casamentero,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Junio 1767,No puede ser guardar una mujer,,,,,574,el mismo,,Entremés,,,,Sainete: el mismo,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Junio 1767,Duelos de amor y lealtad,,,,,1269,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Junio 1767,Duelos de amor y lealtad,,,,,3014,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Junio 1767,Duelos de amor y lealtad,,,,,3098,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Junio 1767,Duelos de amor y lealtad,,,,,1997,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Junio 1767,Duelos de amor y lealtad,,,,,1698,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Junio 1767,Duelos de amor y lealtad,,,,,1669,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Junio 1767,Duelos de amor y lealtad,,,,,1207,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Junio 1767,Duelos de amor y lealtad,,,,,3448,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Junio 1767,Duelos de amor y lealtad,,,,,4336,El mesonero burlado,,Entremés,,,,Sainete: El alcalde contra amor,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Junio 1767,También la hermosa,,,,,589,La cena de Baltasara,,Entremés,,,,Sainete: Ayala la poeta,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Junio 1767,También la hermosa,,,,,410,La cena de Baltasara,,Entremés,,,,Sainete: Ayala la poeta,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Junio 1767,Los carboneros de Francia,,,,,580,El mudo,,Entremés,,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Junio 1767,Los carboneros de Francia,,,,,1067,El mudo,,Entremés,,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Junio 1767,Amar por señas,,,,,578,Las colas,,Entremés,,,,Sainete: Las Vistillas,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Junio 1767,Amar por señas,,,,,900,Las colas,,Entremés,,,,Sainete: Las Vistillas,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Junio 1767,Amar por señas,,,,,1476,Las colas,,Entremés,,,,Sainete: Las Vistillas,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Junio 1767,*Los villanos en la Corte,,Zarzuela,,1767,2107,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Junio 1767,*Los villanos en la Corte,,Zarzuela,,1767,755,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Junio 1767,*Los villanos en la Corte,,Zarzuela,,1767,2811,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Junio 1767,*Los villanos en la Corte,,Zarzuela,,1767,2708,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Junio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1971,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Julio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1564,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Julio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1423,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Julio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1437,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Julio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1430,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Julio 1767,*Los villanos en la Corte,,Zarzuela,,1767,1538,El alcalde desairado,,Entremés,,,,Fin de fiesta de Ramón de la Cruz,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Julio 1767,Defender al ofensor es la venganza mayor,,,,,1290,,,,,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Julio 1767,El príncipe perseguido,,,,,1233,Los buñuelos,,Entremés,,,,Baile: El pancaro,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Julio 1767,Rendirse a la obligación,,,,,980,Los pajes golosos,,Entremés,,,,Sainete: La marcialidad,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Julio 1767,El tejedor de Segovia (1ª parte),,,,,1221,El doctor Borrego,,Entremés,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Julio 1767,El tejedor de Segovia (2ª parte),,,,,2069,el mismo,,Entremés,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Agosto 1767,El rayo de Andalucía (1ª parte),,,,,1056,Las chirimías,,Entremés,,,,Sainete: Doña Dominó,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Agosto 1767,El rayo de Andalucía (2ª parte),,,,,1026,el mismo,,Entremés,,,,Sainete: el mismo,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Agosto 1767,El guapo Francisco Esteban,,,,,2306,El molinero,,Entremés,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Agosto 1767,El guapo Francisco Esteban,,,,,1817,El molinero,,Entremés,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Agosto 1767,El yerro del entendido (Novena),,,,,????,,,,,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Agosto 1767,El falso nuncio de Portugal,,,,,1049,La burla del sombrero,,Entremés,,,,Sainete: El doblón de a ocho,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Agosto 1767,El falso nuncio de Portugal,,,,,721,La burla del sombrero,,Entremés,,,,Sainete: El doblón de a ocho,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Agosto 1767,El paje mudo (Enfermería),,,,,????,,,,,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Agosto 1767,El paje mudo,,,,,1068,,,,,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Agosto 1767,El príncipe tonto,,,,,1295,Zancajo y Chinela,,Entremés,,,,Sainete: La mal casada,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Septiembre 1767,Casa con dos puertas mala es de guardar,,,,,3062,El hombre solo,,Entremés,,,,Sainete: Chinita en la aldea,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Septiembre 1767,Casa con dos puertas mala es de guardar,,,,,1116,El hombre solo,,Entremés,,,,Sainete: Chinita en la aldea,Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Septiembre 1767,Casa con dos puertas mala es de guardar,,,,,1773,El hombre solo,,Entremés,,,,Sainete: Chinita en la aldea,Juan Ponce,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Septiembre 1767,El duelo contra su dama,,,,,1008,La saca,,Entremés,,,,Sainete: La academia del ocio,Juan Ponce,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Septiembre 1767,El duelo contra su dama,,,,,1137,La saca,,Entremés,,,,Sainete: La academia del ocio,Juan Ponce,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Septiembre 1767,De una causa dos efectos,,,,,1162,Las dueñas en falso,,Entremés,,,,Baile: La fiesta de toros,Juan Ponce,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Septiembre 1767,De una causa dos efectos,,,,,916,Las dueñas en falso,,Entremés,,,,Baile: La fiesta de toros,Juan Ponce,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Septiembre 1767,De una causa dos efectos,,,,,3841,Las dueñas en falso,,Entremés,,,,Baile: La fiesta de toros,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Septiembre 1767,El carbonero de Toledo,,,,,1294,El gallego y las lechugas,,Entremés,,,,Sainete: La pragmática (1ª parte),Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Septiembre 1767,El carbonero de Toledo,,,,,1040,El gallego y las lechugas,,Entremés,,,,Sainete: La pragmática (1ª parte),Juan Ponce,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Septiembre 1767,El caballo vos han muerto,,,,,1159,La duca,,Entremés,,,,Sainete: El herrero y el casero,Juan Ponce,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Septiembre 1767,El caballo vos han muerto,,,,,838,La duca,,Entremés,,,,Sainete: El herrero y el casero,Juan Ponce,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Septiembre 1767,La judía de Toledo,,,,,1336,Lorenzo mujer,,Entremés,,,,Sainete: La hostería,Juan Ponce,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Septiembre 1767,La judía de Toledo,,,,,1226,Lorenzo mujer,,Entremés,,,,Sainete: La hostería,Juan Ponce,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Septiembre 1767,La judía de Toledo,,,,,3013,Lorenzo mujer,,Entremés,,,,Sainete: La hostería,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Septiembre 1767,Las amazonas,,,,,1379,Las bocas grandes,,Entremés,,,,Sainete: La competencia de oficios,Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Septiembre 1767,Las amazonas,,,,,796,Las bocas grandes,,Entremés,,,,Sainete: La competencia de oficios,Juan Ponce,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Septiembre 1767,No hay contra un padre razón,,,,,534,La sombra,,Entremés,,,,Sainete: el mismo,Juan Ponce,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Septiembre 1767,El secreto a voces,,,,,716,La tranca,,Entremés,,,,Sainete: El forastero en la Corte (1ª parte),Juan Ponce,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Septiembre 1767,"Para vencer amor, querer vencerle",,,,,740,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Septiembre 1767,Los amantes de Teruel,,,,,911,Las cátedras,,Entremés,,,,Baile: El desertor,Juan Ponce,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Septiembre 1767,Los amantes de Teruel,,,,,2430,Las cátedras,,Entremés,,,,Baile: El desertor,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Septiembre 1767,Las armas de la hermosura,,,,,898,Los porfiados,,Entremés,,,,Sainete: La novia sin dote,Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Septiembre 1767,Las armas de la hermosura,,,,,1600,Los porfiados,,Entremés,,,,Sainete: La novia sin dote,Juan Ponce,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Septiembre 1767,La tía y la sobrina,,,,,1004,La manta,,Entremés,,,,Sainete: La petimetra en el tocador,Juan Ponce,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Octubre 1767,La tía y la sobrina,,,,,918,La manta,,Entremés,,,,Sainete: La petimetra en el tocador,Juan Ponce,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Octubre 1767,También hay duelo en las damas,,,,,1702,Las ferias,,Entremés,,,,Sainete: Los novios pretendientes,Juan Ponce,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Octubre 1767,También hay duelo en las damas,,,,,715,Las ferias,,Entremés,,,,Sainete: Los novios pretendientes,Juan Ponce,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Octubre 1767,El desdén con el desdén,,,,,2413,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Octubre 1767,El alcalde de sí mismo,,,,,1535,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Octubre 1767,El alcalde de sí mismo,,,,,2046,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Octubre 1767,El alcalde de sí mismo,,,,,2207,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Octubre 1767,El alcalde de sí mismo,,,,,2811,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Octubre 1767,El alcalde de sí mismo,,,,,2246,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Octubre 1767,El alcalde de sí mismo,,,,,1984,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Octubre 1767,El alcalde de sí mismo,,,,,5615,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Octubre 1767,El alcalde de sí mismo,,,,,2934,Los gansos del lugar,,Entremés,,,,Sainete: El sarao,Juan Ponce,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
