Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
09 Mayo 1765,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,1056,,,Entremés,1,,,Sainete: El barón enamorado,Nicolás de la Calle,Thursday
10 Mayo 1765,El negro del cuerpo blanco,,,,,1168,El asaeteado,,Entremés,1,,,,Nicolás de la Calle,Friday
11 Mayo 1765,El negro del cuerpo blanco,,,,,914,El asaeteado,,Entremés,1,,,,Nicolás de la Calle,Saturday
12 Mayo 1765,El negro del cuerpo blanco,,,,,1876,El asaeteado,,Entremés,1,,,,Nicolás de la Calle,Sunday
13 Mayo 1765,La prudencia en la niñez,,,,,2523,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios - premier,Nicolás de la Calle,Monday
14 Mayo 1765,La prudencia en la niñez,,,,,2481,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Tuesday
15 Mayo 1765,La prudencia en la niñez,,,,,3026,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Wednesday
16 Mayo 1765,La prudencia en la niñez,,,,,3925,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Thursday
17 Mayo 1765,La prudencia en la niñez,,,,,2172,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Friday
18 Mayo 1765,La prudencia en la niñez,,,,,1695,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Saturday
19 Mayo 1765,La prudencia en la niñez,,,,,2718,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Sunday
20 Mayo 1765,La prudencia en la niñez,,,,,1409,El alcalde boticario,,Entremés,1,,,Sainete: Las vistas de novios,Nicolás de la Calle,Monday
21 Mayo 1765,La cisma de Inglaterra,,,,,1193,El gañán,,Entremés,1,,,Baile: El degüello general,Nicolás de la Calle,Tuesday
22 Mayo 1765,La cisma de Inglaterra,,,,,805,El gañán,,Entremés,1,,,Baile: El degüello general,Nicolás de la Calle,Wednesday
23 Mayo 1765,El secreto a voces,,,,,986,Pelicano y Ratón,,Entremés,1,,,Sainete: El testador sin riesgo,Nicolás de la Calle,Thursday
24 Mayo 1765,El secreto a voces,,,,,1009,Pelicano y Ratón,,Entremés,1,,,Sainete: El testador sin riesgo,Nicolás de la Calle,Friday
25 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,2794,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad - premier,Nicolás de la Calle,Saturday
26 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,4139,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Sunday
27 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,4123,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Monday
28 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,2932,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Tuesday
29 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,2489,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Wednesday
30 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,2954,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Thursday
31 Mayo 1765,*Perder por odio y amor vida fama y opinión,,,,,2350,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Friday
01 Junio 1765,*Perder por odio y amor vida fama y opinión,,,,,1267,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Saturday
02 Junio 1765,*Perder por odio y amor vida fama y opinión,,,,,3308,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Sunday
03 Junio 1765,*La prudencia en la mujer,,,,,2854,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Monday
04 Junio 1765,*La prudencia en la mujer,,,,,2444,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Tuesday
05 Junio 1765,*La prudencia en la mujer,,,,,1801,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Wednesday
06 Junio 1765,*La prudencia en la mujer,,,,,2283,Poner la escala para otro,,Entremés,1,1765,,Sainete: La fuente de la felicidad,Nicolás de la Calle,Thursday
07 Junio 1765,Mudanzas de la fortuna,,,,,845,El doctor Borrego,,Entremés,1,,,Sainete: La visita de la Pereira,Nicolás de la Calle,Friday
08 Junio 1765,Afectos de odio y amor,,,,,1060,Los porfiados,,Entremés,1,,,Sainete: El músico abate,Nicolás de la Calle,Saturday
09 Junio 1765,Afectos de odio y amor,,,,,1591,Los porfiados,,Entremés,1,,,Sainete: El músico abate,Nicolás de la Calle,Sunday
15 Junio 1765,*El sacrificio de Ifigenia,,,,,2595,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche- premier,Nicolás de la Calle,Saturday
16 Junio 1765,*El sacrificio de Ifigenia,,,,,2893,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Sunday
17 Junio 1765,*El sacrificio de Ifigenia,,,,,2764,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Monday
18 Junio 1765,*El sacrificio de Ifigenia,,,,,2616,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Tuesday
19 Junio 1765,*El sacrificio de Ifigenia,,,,,2297,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Wednesday
20 Junio 1765,*El sacrificio de Ifigenia,,,,,1717,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Thursday
21 Junio 1765,*El sacrificio de Ifigenia,,,,,1666,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Friday
22 Junio 1765,*El sacrificio de Ifigenia,,,,,1559,Poner la escala para otro,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Saturday
23 Junio 1765,*La Hipermenestra,,,,,2874,Don Hemeregildo,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Sunday
24 Junio 1765,*La Hipermenestra,,,,,2542,Don Hemeregildo,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Monday
25 Junio 1765,*La Hipermenestra,,,,,1558,Don Hemeregildo,,Entremés,1,,,Sainete: El Prado por la noche,Nicolás de la Calle,Tuesday
26 Junio 1765,El picarito en España,,,,,767,La tranca,,Entremés,1,,,Sainete: La enferma de boda,Nicolás de la Calle,Wednesday
27 Junio 1765,El picarito en España,,,,,444,La tranca,,Entremés,1,,,Sainete: La enferma de boda,Nicolás de la Calle,Thursday
28 Junio 1765,La mujer de Peribáñez,,,,,551,La burla del figonero,,Entremés,1,,,Sainete de música,Nicolás de la Calle,Friday
29 Junio 1765,La mujer de Peribáñez,,,,,985,La burla del figonero,,Entremés,1,,,Sainete de música,Nicolás de la Calle,Saturday
30 Junio 1765,La mujer de Peribáñez,,,,,1242,La burla del figonero,,Entremés,1,,,Sainete de música,Nicolás de la Calle,Sunday
07 Julio 1765,El hechizo de Sevilla,,,,,1720,Perico y Marina,,Entremés,1,,,Baile: El indiano de Lima,Nicolás de la Calle,Sunday
14 Julio 1765,El catalán Serrallonga,,,,,1586,Los cuatro galanes,,Entremés,1,,,Baile: El bobo de Coria,Nicolás de la Calle,Sunday
21 Julio 1765,El convidado de piedra,,,,,2356,Los cornudos,,Entremés,1,,,Sainete: Las monstruosidades,Nicolás de la Calle,Sunday
25 Julio 1765,Si una vez llega a querer la más firme es la mujer,,,,,1916,El pleito de la liebre,,Entremés,1,,,Baile: El arcabuceado,Nicolás de la Calle,Thursday
26 Julio 1765,Dar la vida por su dama,,,,,1337,La hidalga,,Entremés,1,,,Sainete: El Bosco,Nicolás de la Calle,Friday
28 Julio 1765,El maestro de Alejandro,,,,,1463,Don Terencio,,Entremés,1,,,Sainete: El alguacil de vejeces,Nicolás de la Calle,Sunday
04 Agosto 1765,Casa con dos puertas mala es de guardar,,,,,1536,Los alcaldes encontrados,,Entremés,1,,,Sainete: La centinela,Nicolás de la Calle,Sunday
10 Agosto 1765,No hay contra un padre razón,,,,,1727,Los barberos enharinados,,Entremés,1,,,Baile: La Arcadia,Nicolás de la Calle,Saturday
11 Agosto 1765,Mateo Vicente Benet,,,,,2002,Las chirimías,,Entremés,1,,,Baile: La gitanilla,Nicolás de la Calle,Sunday
15 Agosto 1765,El Caín de Cataluña,,,,,2019,El ataralillo,,Entremés,1,,,Sainete: El amor y la razón,Nicolás de la Calle,Thursday
18 Agosto 1765,También hay duelo en las damas,,,,,2443,Los muñuelos,,Entremés,1,,,Baile: El volante,Nicolás de la Calle,Sunday
21 Agosto 1765,El monstruo de los jardines,,Novena,,,3896,,,,,,,,Nicolás de la Calle,Wednesday
24 Agosto 1765,Los amantes de Teruel,,,,,1283,,,,,,,,Nicolás de la Calle,Saturday
25 Agosto 1765,No hay contra lealtad cautela,,,,,1333,Los melones,,Entremés,1,,,Baile: Las letras,Nicolás de la Calle,Sunday
28 Agosto 1765,Las amazonas,,,,,961,El espejo,,Entremés,1,,,Baile: El tapicero,Nicolás de la Calle,Wednesday
01 Septiembre 1765,Los áspides de Cleopatra,,,,,1831,El hambriento,,Entremés,1,,,Baile: La escuela de amor,Nicolás de la Calle,Sunday
07 Septiembre 1765,Mejor está que estaba,,,,,1093,El estudiante,,Entremés,1,,,"Sainete: El pueblo quejoso - premier, Sainete: Los mal casados",María Hidalgo,Saturday
08 Septiembre 1765,Mejor está que estaba,,,,,2319,El estudiante,,Entremés,1,,,Sainete: El pueblo quejoso,María Hidalgo,Sunday
09 Septiembre 1765,Mejor está que estaba,,,,,982,El estudiante,,Entremés,1,,,Sainete: El pueblo quejoso,María Hidalgo,Monday
10 Septiembre 1765,La invencible castellana,,,,,819,El poeta,,Entremés,1,,,Baile: La ronda de amor,María Hidalgo,Tuesday
11 Septiembre 1765,La invencible castellana,,,,,432,El poeta,,Entremés,1,,,Baile: La ronda de amor,María Hidalgo,Wednesday
13 Septiembre 1765,El defensor de su agravio,,,,,740,Colado,,Entremés,1,,,Baile: Marín,María Hidalgo,Friday
14 Septiembre 1765,Don Lucas del Cigarral,,,,,1135,La burla del sombrero,,Entremés,1,,,,María Hidalgo,Saturday
15 Septiembre 1765,Don Lucas del Cigarral,,,,,2557,La burla del sombrero,,Entremés,1,,,,María Hidalgo,Sunday
16 Septiembre 1765,El príncipe tonto,,,,,853,La burla del sombrero,,Entremés,1,,,,María Hidalgo,Monday
17 Septiembre 1765,No puede ser guardar una mujer,,,,,988,Garrapiña,,Entremés,1,,,Baile: Los puntos de guerra,María Hidalgo,Tuesday
18 Septiembre 1765,No puede ser guardar una mujer,,,,,532,Garrapiña,,Entremés,1,,,Baile: Los puntos de guerra,María Hidalgo,Wednesday
19 Septiembre 1765,La lavandera de Nápoles,,,,,1055,El amigo verdadero,,Entremés,1,,,Baile: La gitanilla,María Hidalgo,Thursday
20 Septiembre 1765,La conquista de Granada ,,,,,1329,Las escaleras,,Entremés,1,,,Sainete: Los gitanos (2ª parte),María Hidalgo,Friday
21 Septiembre 1765,La conquista de Granada ,,,,,1860,Las escaleras,,Entremés,1,,,Sainete: Los gitanos (2ª parte),María Hidalgo,Saturday
22 Septiembre 1765,La conquista de Granada ,,,,,2428,Las escaleras,,Entremés,1,,,Sainete: Los gitanos (2ª parte),María Hidalgo,Sunday
23 Septiembre 1765,La conquista de Granada ,,,,,936,Las escaleras,,Entremés,1,,,Sainete: Los gitanos (2ª parte),María Hidalgo,Monday
24 Septiembre 1765,Montescos y Capeletes,,,,,523,El asaeteado,,Entremés,1,,,Baile: El dengue,María Hidalgo,Tuesday
25 Septiembre 1765,Montescos y Capeletes,,,,,418,El asaeteado,,Entremés,1,,,Baile: El dengue,María Hidalgo,Wednesday
26 Septiembre 1765,El amo criado,,,,,792,El espejo,,Entremés,1,,,Baile: Señora Inés,María Hidalgo,Thursday
27 Septiembre 1765,El amo criado,,,,,369,El espejo,,Entremés,1,,,Baile: Señora Inés,María Hidalgo,Friday
28 Septiembre 1765,El falso nuncio de Portugal,,,,,1590,Los porfiados,,Entremés,1,,,,María Hidalgo,Saturday
29 Septiembre 1765,El falso nuncio de Portugal,,,,,2563,Los porfiados,,Entremés,1,,,,María Hidalgo,Sunday
01 Octubre 1765,La más hidalga hermosura,,,,,892,Los cornudos,,Entremés,1,,,Baile de música - premier,María Hidalgo,Tuesday
02 Octubre 1765,La más hidalga hermosura,,,,,764,Los cornudos,,Entremés,1,,,Baile de música,María Hidalgo,Wednesday
03 Octubre 1765,La dama duende,,,,,1061,El soldadillo,,Entremés,1,,,,María Hidalgo,Thursday
04 Octubre 1765,Cuánto se engañan los ojos,,,,,2674,Los gitanos,,Entremés,1,,,Baile - premier,María Hidalgo,Friday
05 Octubre 1765,Cuánto se engañan los ojos,,,,,2310,Los gitanos,,Entremés,1,,,Baile,María Hidalgo,Saturday
06 Octubre 1765,Cuánto se engañan los ojos,,,,,3976,Los gitanos,,Entremés,1,,,Baile,María Hidalgo,Sunday
07 Octubre 1765,Cuánto se engañan los ojos,,,,,1939,Los gitanos,,Entremés,1,,,Baile,María Hidalgo,Monday
08 Octubre 1765,Cuánto se engañan los ojos,,,,,1232,Los gitanos,,Entremés,1,,,Baile,María Hidalgo,Tuesday
09 Octubre 1765,Mazariegos y Monsalves,,,,,1074,La requisitoria del borrico,,Entremés,1,,,Sainete: El examen,María Hidalgo,Wednesday
10 Octubre 1765,Mazariegos y Monsalves,,,,,800,La requisitoria del borrico,,Entremés,1,,,Sainete: El examen,María Hidalgo,Thursday
11 Octubre 1765,Eco y Narciso,,,,,2168,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Friday
12 Octubre 1765,Eco y Narciso,,,,,2737,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Saturday
13 Octubre 1765,Eco y Narciso,,,,,4083,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Sunday
14 Octubre 1765,Eco y Narciso,,,,,2987,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Monday
15 Octubre 1765,Eco y Narciso,,,,,2622,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Tuesday
16 Octubre 1765,Eco y Narciso,,,,,2102,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Wednesday
17 Octubre 1765,Eco y Narciso,,,,,2086,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Thursday
18 Octubre 1765,Eco y Narciso,,,,,1118,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Friday
19 Octubre 1765,Eco y Narciso,,,,,969,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Saturday
20 Octubre 1765,Eco y Narciso,,,,,2609,Lanzón y Olaya,,Entremés,1,,,Sainete de Bazo,María Hidalgo,Sunday
21 Octubre 1765,La banda y la venera,,,,,2130,Los sacristanes purgados,,Entremés,1,,,Sainete - premier,María Hidalgo,Monday
22 Octubre 1765,La banda y la venera,,,,,1611,Los sacristanes purgados,,Entremés,1,,,Sainete,María Hidalgo,Tuesday
23 Octubre 1765,La banda y la venera,,,,,1157,Los sacristanes purgados,,Entremés,1,,,Sainete,María Hidalgo,Wednesday
24 Octubre 1765,El tetrarca de Jerusalén,,,,,1124,Pandurico,,Entremés,1,,,,María Hidalgo,Thursday
25 Octubre 1765,El tetrarca de Jerusalén,,,,,1450,Pandurico,,Entremés,1,,,,María Hidalgo,Friday
26 Octubre 1765,*Más vale el amor que un reino,,,,,3683,,,Sainetes ,1,1765,,,María Hidalgo,Saturday
27 Octubre 1765,*Más vale el amor que un reino,,,,,4955,,,Sainetes,1,1765,,,María Hidalgo,Sunday
28 Octubre 1765,*Más vale el amor que un reino,,,,,3696,,,Sainetes,1,1765,,,María Hidalgo,Monday
29 Octubre 1765,*Más vale el amor que un reino,,,,,2322,,,Sainetes,1,1765,,,María Hidalgo,Tuesday
30 Octubre 1765,*Más vale el amor que un reino,,,,,2579,,,Sainetes,1,1765,,,María Hidalgo,Wednesday
31 Octubre 1765,*Más vale el amor que un reino,,,,,2011,,,Sainetes,1,1765,,,María Hidalgo,Thursday
02 Noviembre 1765,*Más vale el amor que un reino,,,,,1334,,,Sainetes,1,1765,,,María Hidalgo,Saturday
03 Noviembre 1765,*Más vale el amor que un reino,,,,,3461,,,Sainetes,1,1765,,,María Hidalgo,Sunday
04 Noviembre 1765,*Temístocles en Persia,,,,,4495,,,,,,,,María Hidalgo,Monday
05 Noviembre 1765,*Temístocles en Persia,,,,,2501,,,,,,,,María Hidalgo,Tuesday
06 Noviembre 1765,*Temístocles en Persia,,,,,2676,,,,,,,,María Hidalgo,Wednesday
07 Noviembre 1765,*Temístocles en Persia,,,,,2660,,,,,,,,María Hidalgo,Thursday
08 Noviembre 1765,*Temístocles en Persia,,,,,1983,,,,,,,,María Hidalgo,Friday
09 Noviembre 1765,*Temístocles en Persia,,,,,1221,,,,,,,,María Hidalgo,Saturday
10 Noviembre 1765,*Temístocles en Persia,,,,,3776,,,,,,,,María Hidalgo,Sunday
11 Noviembre 1765,*La buena fillola,,,,1765,5555,,,Fin de fiesta,1,1765,,,María Hidalgo,Monday
12 Noviembre 1765,*La buena fillola,,,,1765,4512,,,Fin de fiesta,1,1765,,,María Hidalgo,Tuesday
13 Noviembre 1765,*La buena fillola,,,,1765,3828,,,Fin de fiesta,1,1765,,,María Hidalgo,Wednesday
14 Noviembre 1765,*La buena fillola,,,,1765,5716,,,Fin de fiesta,1,1765,,,María Hidalgo,Thursday
15 Noviembre 1765,*La buena fillola,,,,1765,3855,,,Fin de fiesta,1,1765,,,María Hidalgo,Friday
16 Noviembre 1765,La fuerza del natural,,,,,1368,Las patas de vaca,,Entremés,1,,,,María Hidalgo,Saturday
17 Noviembre 1765,La fuerza del natural,,,,,1769,Las patas de vaca,,Entremés,1,,,,María Hidalgo,Sunday
18 Noviembre 1765,La vida es sueño,Pedro Calderón de la Barca,,,,973,Los pajes golosos,,Entremés,1,,,Baile: El indiano de Lima,María Hidalgo,Monday
19 Noviembre 1765,La vida es sueño,Pedro Calderón de la Barca,,,,921,Los pajes golosos,,Entremés,1,,,Baile: El indiano de Lima,María Hidalgo,Tuesday
21 Noviembre 1765,La señora y la criada,,,,,1424,La guitarra,,Entremés,1,,,Baile: El pancaro,María Hidalgo,Thursday
22 Noviembre 1765,La señora y la criada,,,,,1292,La guitarra,,Entremés,1,,,Baile: El pancaro,María Hidalgo,Friday
23 Noviembre 1765,El mariscal de Virón,,,,,1362,Por aquí Selim,,Sainete,1,,,,María Hidalgo,Saturday
24 Noviembre 1765,El mariscal de Virón,,,,,1532, Por aquí Selim,,Sainete,1,,,,María Hidalgo,Sunday
30 Noviembre 1765,Lo que va de cetro a cetro,,,,,3009,Los muñuelos,,Entremés,1,,,Sainete: Los tontos,María Hidalgo,Saturday
01 Diciembre 1765,Lo que va de cetro a cetro,,,,,3840,Los muñuelos,,Entremés,1,,,Sainete: Los tontos,María Hidalgo,Sunday
02 Diciembre 1765,El mariscal de Virón,,,,,2046,La manta,,Entremés,1,,,Sainete: La mal casada,María Hidalgo,Monday
03 Diciembre 1765,El alcalde de Zalamea,Pedro Calderón de la Barca,,,,1606,El astrólogo,,Entremés,1,,,,María Hidalgo,Tuesday
04 Diciembre 1765,El alcalde de Zalamea,Pedro Calderón de la Barca,,,,1502,El astrólogo,,Entremés,1,,,,María Hidalgo,Wednesday
05 Diciembre 1765,Dios hace justicia a todos,,,,,2509,La tranca,,Entremés,1,,,,María Hidalgo,Thursday
06 Diciembre 1765,Dios hace justicia a todos,,,,,1556,La tranca,,Entremés,1,,,,María Hidalgo,Friday
07 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,5644,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Saturday
14 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,5559,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Saturday
15 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,5618,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Sunday
16 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,3065,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Monday
17 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,2400,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Tuesday
18 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,2165,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Wednesday
19 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,1973,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Thursday
20 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,1894,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Friday
21 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,2057,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Saturday
22 Diciembre 1765,*Pedro Vayalarde (1ª parte),,,,,3161,El canelar,,Entremés,1,1765,,Sainete: El río y lavanderas,María Hidalgo,Sunday
