Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
21 Julio 1764,*La lepra de Constantino,,,,,1263,,,,,,,,María Hidalgo,Saturday
22 Julio 1764,*La lepra de Constantino,,,,,2466,,,,,,,,María Hidalgo,Sunday
25 Julio 1764,El tejedor de Segovia (1ª parte),,,,,836,La manta,,Entremés,1,,,Baile: Señora Inés,María Hidalgo,Wednesday
26 Julio 1764,El tejedor de Segovia (2ª parte),,,,,926,La dúrco,,Entremés,1,,,Baile: La galera,María Hidalgo,Thursday
29 Julio 1764,Dios hace justicia a todos,,,,,895,Garrapiña,,Entremés,1,,,Baile: La gitanilla,María Hidalgo,Sunday
04 Agosto 1764,Rendirse a la obligación,,,,,859,El espejo,,Entremés,1,,,Sainete: El tuerto y el jorobado,María Hidalgo,Saturday
10 Agosto 1764,No puede ser guardar una mujer,,,,,964,La jeringa,,Entremés,1,,,Baile: La escuela de amor,María Hidalgo,Friday
12 Agosto 1764,El guapo Baltasaret,,,,,2575,Los porfiados,,Entremés,1,,,Baile: Las letras,María Hidalgo,Sunday
15 Agosto 1764,El guapo Baltasaret,,,,,1942,Los porfiados,,Entremés,1,,,Baile: Las letras,María Hidalgo,Wednesday
19 Agosto 1764,El tercero de su afrenta,,,,,1333,Los cuatro galanes,,Entremés,1,,,Baile: La Arcadia,María Hidalgo,Sunday
23 Agosto 1764,La sortija del olvido (Novena),,,,,3387,,,,,,,,María Hidalgo,Thursday
24 Agosto 1764,El rayo de Andalucía (1ª parte),,,,,871,El doctor Borrego,,Entremés,1,,,Baile: El Barquillero,María Hidalgo,Friday
26 Agosto 1764,El rayo de Andalucía (2ª parte),,,,,1429,La mariquita,,Entremés,1,,,Baile: Los puntos de guerra,María Hidalgo,Sunday
28 Agosto 1764,Travesuras son valor,,,,,1539,El cortacaras,,Entremés,1,,,Baile: El bobo de Coria,María Hidalgo,Tuesday
02 Septiembre 1764,El asistente de Sevilla,,,,,2563,Colado,,Entremés,1,,,Baile: El volante,María Ladrevant,Friday
07 Septiembre 1764,El noble como tal obra,,,,,1500,La endemoniada,,Entremés,1,,,Sainete: La tertulia de Madrid,María Ladrevant,Friday
08 Septiembre 1764,El noble como tal obra,,,,,1969,La endemoniada,,Entremés,1,,,Sainete: La tertulia de Madrid,María Ladrevant,Saturday
09 Septiembre 1764,El noble como tal obra,,,,,1297,La endemoniada,,Entremés,1,,,Sainete: La tertulia de Madrid,María Ladrevant,Sunday
10 Septiembre 1764,El hechizado por fuerza,,,,,910,Los novios pretendientes,,Entremés,1,,,,María Ladrevant,Monday
11 Septiembre 1764,El hechizado por fuerza,,,,,634,Los novios pretendientes,,Entremés,1,,,,María Ladrevant,Tuesday
12 Septiembre 1764,Lorenzo me llamo,,,,,1034,Gúardame las espaldas,,Entremés,1,,,Baile: La libertad de los gitanos,María Ladrevant,Wednesday
13 Septiembre 1764,Lorenzo me llamo,,,,,853,Gúardame las espaldas,,Entremés,1,,,Baile: La libertad de los gitanos,María Ladrevant,Thursday
14 Septiembre 1764,La mujer de Peribáñez,,,,,1279,,,,,,,,María Ladrevant,Friday
15 Septiembre 1764,La mujer de Peribáñez,,,,,898,,,,,,,,María Ladrevant,Saturday
16 Septiembre 1764,La mujer de Peribáñez,,,,,2251,,,,,,,,María Ladrevant,Sunday
17 Septiembre 1764,Primero es la honra,,,,,961,El alcalde químico,,Entremés,1,,,Sainete: El cartel de novias,María Ladrevant,Monday
18 Septiembre 1764,Primero es la honra,,,,,823,El alcalde químico,,Entremés,1,,,Sainete: El cartel de novias,María Ladrevant,Tuesday
19 Septiembre 1764,Amparar al enemigo,,,,,847,La batida,,Entremés,1,,,,María Ladrevant,Wednesday
20 Septiembre 1764,Amparar al enemigo,,,,,1154,La batida,,Entremés,1,,,,María Ladrevant,Thursday
21 Septiembre 1764,Los desagravios de Cristo,,,,,1786,El médico gallego,,Entremés,1,,,Sainete: La junta de payos,María Ladrevant,Friday
22 Septiembre 1764,Los desagravios de Cristo,,,,,1078,El médico gallego,,Entremés,1,,,Sainete: La junta de payos,María Ladrevant,Saturday
23 Septiembre 1764,Los desagravios de Cristo,,,,,1352,El médico gallego,,Entremés,1,,,Sainete: La junta de payos,María Ladrevant,Sunday
24 Septiembre 1764,Juan Sánchez de Talavera,,,,,1228,Las bocas grandes,,Entremés,1,,,Baile: Los sastres burlones,María Ladrevant,Monday
25 Septiembre 1764,Juan Sánchez de Talavera,,,,,1107,Las bocas grandes,,Entremés,1,,,Baile: Los sastres burlones,María Ladrevant,Tuesday
26 Septiembre 1764,El valiente negro en Flandes,,,,,1623,La burla del ropero,,Entremés,1,,,Sainete: El forastero en la Corte (1ª parte),María Ladrevant,Wednesday
27 Septiembre 1764,El valiente negro en Flandes,,,,,955,La burla del ropero,,Entremés,1,,,Sainete: El forastero en la Corte (1ª parte),María Ladrevant,Thursday
28 Septiembre 1764,El tejedor Palomeque,,,,,795,La artesillas,,Entremés,1,,,Sainete: El forastero en la Corte (2ª parte),María Ladrevant,Friday
29 Septiembre 1764,El tejedor Palomeque,,,,,1744,La artesillas,,Entremés,1,,,Sainete: El forastero en la Corte (2ª parte),María Ladrevant,Saturday
30 Septiembre 1764,El tejedor Palomeque,,,,,1643,,,Entremés,1,,,Sainete: El forastero en la Corte (2ª parte),María Ladrevant,Sunday
01 Octubre 1764,El Tuzaní de las Alpujarras,,,,,651,Los poetas locos,,Entremés,1,,,Sainete: La conquista de Plasencia,María Ladrevant,Monday
02 Octubre 1764,El Tuzaní de las Alpujarras,,,,,552,Los poetas locos,,Entremés,1,,,Sainete: La conquista de Plasencia,María Ladrevant,Tuesday
03 Octubre 1764,El socorro de los mantos,,,,,627,Los porfiados,,Entremés,1,,,Sainete: La visita de la Pereira,María Ladrevant,Wednesday
04 Octubre 1764,El socorro de los mantos,,,,,946,Los porfiados,,Entremés,1,,,Sainete: La visita de la Pereira,María Ladrevant,Thursday
05 Octubre 1764,El maestro de Alejandro,,,,,1157,El alfanje,,Entremés,1,,,Sainete: El testador sin riesgo,María Ladrevant,Friday
06 Octubre 1764,El maestro de Alejandro,,,,,793,El alfanje,,Entremés,1,,,Sainete: El testador sin riesgo,María Ladrevant,Saturday
07 Octubre 1764,La Hipermenestra,,,,1764,3302,El barbero,,Entremés,1,1764,,Sainetes - premier,María Ladrevant,Sunday
08 Octubre 1764,La Hipermenestra,,,,1764,2839,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Monday
09 Octubre 1764,La Hipermenestra,,,,1764,2237,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Tuesday
10 Octubre 1764,La Hipermenestra,,,,1764,1968,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Wednesday
11 Octubre 1764,La Hipermenestra,,,,1764,2553,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Thursday
12 Octubre 1764,La Hipermenestra,,,,1764,1516,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Friday
13 Octubre 1764,La Hipermenestra,,,,1764,1889,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Saturday
14 Octubre 1764,La Hipermenestra,,,,1764,3146,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Sunday
15 Octubre 1764,La Hipermenestra,,,,1764,1721,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Monday
16 Octubre 1764,García del Castañar,,,,,1647,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Tuesday
17 Octubre 1764,García del Castañar,,,,,1031,El barbero,,Entremés,1,1764,,Sainetes,María Ladrevant,Wednesday
18 Octubre 1764,El caballo van han muerto y blasón de los Mendozas,,,,,1386,Las lechugas,,Entremés,1,,,Baile: El degüello general,María Ladrevant,Thursday
19 Octubre 1764,El caballo van han muerto y blasón de los Mendozas,,,,,730,Las lechugas,,Entremés,1,,,Baile: El degüello general,María Ladrevant,Friday
20 Octubre 1764,Los empeños de un acaso,,,,,1117,Los estafadores,,Entremés,1,,,Sainete: La academia del ocio,María Ladrevant,Saturday
21 Octubre 1764,Los empeños de un acaso,,,,,2693,Los estafadores,,Entremés,1,,,Sainete: La academia del ocio,María Ladrevant,Sunday
22 Octubre 1764,El picarillo de España,,,,,1073,El gallego informando,,Entremés,1,,,Sainete: Las bodas generales,María Ladrevant,Monday
23 Octubre 1764,El picarillo de España,,,,,1793,El gallego informando,,Entremés,1,,,Sainete: Las bodas generales,María Ladrevant,Tuesday
24 Octubre 1764,El picarillo de España,,,,,1898,El gallego informando,,Entremés,1,,,Sainete: Las bodas generales,María Ladrevant,Wednesday
25 Octubre 1764,El monstruo de los jardines,,,,,3693,La burla del sombrero,,Entremés,1,,,s. de música,María Ladrevant,Thursday
26 Octubre 1764,El monstruo de los jardines,,,,,2265,La burla del sombrero,,Entremés,1,,,s. de música,María Ladrevant,Friday
27 Octubre 1764,El monstruo de los jardines,,,,,2152,La burla del sombrero,,Entremés,1,,,s. de música,María Ladrevant,Saturday
28 Octubre 1764,El monstruo de los jardines,,,,,3545,La burla del sombrero,,Entremés,1,,,s. de música,María Ladrevant,Sunday
29 Octubre 1764,*La Hypsípile,,,,1764,5272,Las frioleras,,Entremés,1,1764,,Sainete: El petrimetre - premier,María Ladrevant,Monday
30 Octubre 1764,*La Hypsípile,,,,1764,4829,Las frioleras,,Entremés,1,1764,,Sainete: El petrimetre,María Ladrevant,Tuesday
31 Octubre 1764,*La Hypsípile,,,,1764,4495,Las frioleras,,Entremés,1,1764,,Sainete: El petrimetre,María Ladrevant,Wednesday
02 Noviembre 1764,*La Hypsípile,,,,1764,4253,,,,,,,,María Ladrevant,Friday
03 Noviembre 1764,*La Hypsípile,,,,1764,4142,,,,,,,,María Ladrevant,Saturday
04 Noviembre 1764,*La Hypsípile,,,,1764,5424,,,,,,,,María Ladrevant,Sunday
05 Noviembre 1764,*La Hypsípile,,,,1764,4451,,,,,,,,María Ladrevant,Monday
06 Noviembre 1764,*La Hypsípile,,,,1764,3615,,,,,,,,María Ladrevant,Tuesday
07 Noviembre 1764,*La Hypsípile,,,,1764,4029,,,,,,,,María Ladrevant,Wednesday
08 Noviembre 1764,*La Hypsípile,,,,1764,3838,,,,,,,,María Ladrevant,Thursday
09 Noviembre 1764,*La Hypsípile,,,,1764,3287,,,,,,,,María Ladrevant,Friday
10 Noviembre 1764,*La Hypsípile,,,,1764,2970,,,,,,,,María Ladrevant,Saturday
11 Noviembre 1764,*La Hypsípile,,,,1764,4006,,,,,,,,María Ladrevant,Sunday
12 Noviembre 1764,*La Hypsípile,,,,1764,3130,,,,,,,,María Ladrevant,Monday
13 Noviembre 1764,*La Hypsípile,,,,1764,2362,,,,,,,,María Ladrevant,Tuesday
14 Noviembre 1764,*La Hypsípile,,,,1764,2786,,,,,,,,María Ladrevant,Wednesday
15 Noviembre 1764,*La Hypsípile,,,,1764,5791,,,,,,,,María Ladrevant,Thursday
16 Noviembre 1764,*La Hypsípile,,,,1764,2833,,,,,,,,María Ladrevant,Friday
17 Noviembre 1764,*La Hypsípile,,,,1764,1963,,,,,,,,María Ladrevant,Saturday
18 Noviembre 1764,*La Hypsípile,,,,1764,3627,,,,,,,,María Ladrevant,Sunday
19 Noviembre 1764,*La Hypsípile,,,,1764,3552,,,,,,,,María Ladrevant,Monday
20 Noviembre 1764,La desdicha de la voz,,,,,2567,,,,,,,,María Ladrevant,Tuesday
21 Noviembre 1764,La desdicha de la voz,,,,,2975,,,,,,,,María Ladrevant,Wednesday
22 Noviembre 1764,La desdicha de la voz,,,,,3208,,,,,,,,María Ladrevant,Thursday
23 Noviembre 1764,La desdicha de la voz,,,,,2103,,,,,,,,María Ladrevant,Friday
24 Noviembre 1764,La desdicha de la voz,,,,,1886,,,,,,,,María Ladrevant,Saturday
25 Noviembre 1764,La desdicha de la voz,,,,,3838,,,,,,,,María Ladrevant,Sunday
26 Noviembre 1764,La desdicha de la voz,,,,,2457,,,,,,,,María Ladrevant,Monday
27 Noviembre 1764,La desdicha de la voz,,,,,1969,,,,,,,,María Ladrevant,Tuesday
28 Noviembre 1764,*La Andrómaca,,,,,4009,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Wednesday
29 Noviembre 1764,*La Andrómaca,,,,,3446,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Thursday
30 Noviembre 1764,*La Andrómaca,,,,,4482,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Friday
01 Diciembre 1764,*La Andrómaca,,,,,1505,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Saturday
02 Diciembre 1764,*La Andrómaca,,,,,4847,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Sunday
03 Diciembre 1764,*La Andrómaca,,,,,3394,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Monday
04 Diciembre 1764,*La Andrómaca,,,,,2845,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Tuesday
05 Diciembre 1764,*La Andrómaca,,,,,2498,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Wednesday
06 Diciembre 1764,*La Andrómaca,,,,,2936,La bella madre,,Entremés,1,,,Sainete: El sarao,María Ladrevant,Thursday
07 Diciembre 1764,*Los cabellos de Absalón,,,,,3877,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Friday
08 Diciembre 1764,*Los cabellos de Absalón,,,,,4481,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Saturday
09 Diciembre 1764,*Los cabellos de Absalón,,,,,4469,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Sunday
10 Diciembre 1764,*Los cabellos de Absalón,,,,,2972,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Monday
11 Diciembre 1764,*Los cabellos de Absalón,,,,,2303,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Tuesday
12 Diciembre 1764,*Los cabellos de Absalón,,,,,1536,El alcalde boca de verdades,,Entremés,1,,,Sainete:  Los propósitos de las mujeres,María Ladrevant,Wednesday
13 Diciembre 1764,Fuego de Dios en el querer bien,,,,,1861,El hambriento,,Entremés,1,,,Sainete: El rey Enrique el Enfermo,María Ladrevant,Thursday
14 Diciembre 1764,Fuego de Dios en el querer bien,,,,,763,El hambriento,,Entremés,1,,,Sainete: El rey Enrique el Enfermo,María Ladrevant,Friday
15 Diciembre 1764,Afectos de odio y amor,,,,,2232,Don Terencio,,Entremés,1,,,Sainete: El abate músico,María Ladrevant,Saturday
16 Diciembre 1764,Afectos de odio y amor,,,,,3631,Don Terencio,,Entremés,1,,,Sainete: El abate músico,María Ladrevant,Sunday
17 Diciembre 1764,Afectos de odio y amor,,,,,1300,Don Terencio,,Entremés,1,,,Sainete: El abate músico,María Ladrevant,Monday
18 Diciembre 1764,También hay duelo en las damas,,,,,2008,La hildalga,,Entremés,1,,,Baile: El indiano de Lima,María Ladrevant,Tuesday
19 Diciembre 1764,También hay duelo en las damas,,,,,1360,La hildalga,,Entremés,1,,,Baile: El indiano de Lima,María Ladrevant,Wednesday
20 Diciembre 1764,La gitanilla de Madrid,,,,,2567,La estera,,Entremés,1,,,Sainete: La residencia de Pozuelo,María Ladrevant,Thursday
21 Diciembre 1764,La gitanilla de Madrid,,,,,2303,La estera,,Entremés,1,,,Sainete: La residencia de Pozuelo,María Ladrevant,Friday
25 Diciembre 1764,*El héroe de la China ,,,,1764,5589,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas - premier,María Ladrevant,Tuesday
26 Diciembre 1764,*El héroe de la China ,,,,1764,5630,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Wednesday
27 Diciembre 1764,*El héroe de la China ,,,,1764,5256,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Thursday
28 Diciembre 1764,*El héroe de la China ,,,,1764,5023,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Friday
29 Diciembre 1764,*El héroe de la China ,,,,1764,4397,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Saturday
30 Diciembre 1764,*El héroe de la China ,,,,1764,5454,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Sunday
31 Diciembre 1764,*El héroe de la China ,,,,1764,4393,El alcalde limosnero,,Entremés,1,1764,,Sainete: Las mujeres defendidas,María Ladrevant,Monday
01 Enero 1765,*El héroe de la China ,,,,1764,4661,,,,,,,,María Ladrevant,Tuesday
02 Enero 1765,*El héroe de la China ,,,,1764,4050,,,,,,,,María Ladrevant,Wednesday
03 Enero 1765,*El héroe de la China ,,,,1764,3887,,,,,,,,María Ladrevant,Thursday
04 Enero 1765,*El héroe de la China ,,,,1764,3229,,,,,,,,María Ladrevant,Friday
05 Enero 1765,*El héroe de la China ,,,,1764,2606,,,,,,,,María Ladrevant,Saturday
06 Enero 1765,*El héroe de la China ,,,,1764,4585,,,,,,,,María Ladrevant,Sunday
07 Enero 1765,*El héroe de la China ,,,,1764,2897,,,,,,,,María Ladrevant,Monday
08 Enero 1765,*El héroe de la China ,,,,1764,2484,,,,,,,,María Ladrevant,Tuesday
09 Enero 1765,*El héroe de la China ,,,,1764,1815,,,,,,,,María Ladrevant,Wednesday
10 Enero 1765,*Morir por librar su dama,,,,,5369,,,,,,,,María Ladrevant,Thursday
11 Enero 1765,*Morir por librar su dama,,,,,4219,,,,,,,,María Ladrevant,Friday
12 Enero 1765,*Morir por librar su dama,,,,,3730,,,,,,,,María Ladrevant,Saturday
13 Enero 1765,*Morir por librar su dama,,,,,5708,,,,,,,,María Ladrevant,Sunday
14 Enero 1765,*Morir por librar su dama,,,,,2475,,,,,,,,María Ladrevant,Monday
15 Enero 1765,*Morir por librar su dama,,,,,2107,,,,,,,,María Ladrevant,Tuesday
16 Enero 1765,No hay contra lealtad cautelas,,,,,1639,Pelícano y Ratón,,Entremés,1,,,Sainete: La visita de la Pereira,María Ladrevant,Wednesday
17 Enero 1765,*El parecido de Rusia,,,,,3989,Los estudiantes vizcondes,,Entremés,1,,,Sainete: Los enganchados,María Ladrevant,Thursday
18 Enero 1765,*El parecido de Rusia,,,,,1884,Los estudiantes vizcondes,,Entremés,1,,,Sainete: Los enganchados,María Ladrevant,Friday
19 Enero 1765,*El parecido de Rusia,,,,,1972,Los estudiantes vizcondes,,Entremés,1,,,Sainete: Los enganchados,María Ladrevant,Saturday
20 Enero 1765,*El parecido de Rusia,,,,,4508,Los estudiantes vizcondes,,Entremés,1,,,Sainete: Los enganchados,María Ladrevant,Sunday
21 Enero 1765,*El parecido de Rusia,,,,,2130,Los estudiantes vizcondes,,Entremés,1,,,Sainete: Los enganchados,María Ladrevant,Monday
22 Enero 1765,No siempre lo peor es cierto,,,,,1902,El sí,,Entremés,1,,,Sainete: La sorpresa de los desertores,María Ladrevant,Tuesday
23 Enero 1765,Primero es la honra,,,,,2803,La tranca,,Entremés,1,,,Sainete: La enferma de mal de boda,María Ladrevant,Wednesday
24 Enero 1765,Primero es la honra,,,,,1479,La tranca,,Entremés,1,,,Sainete: La enferma de mal de boda,María Ladrevant,Thursday
25 Enero 1765,La hija del aire (1ª parte) ,Pedro Calderón de la Barca,,,,2195,Monillo y Talega,,Entremés,1,,,Sainete: La procesión de los payos,María Ladrevant,Friday
26 Enero 1765,La hija del aire (1ª parte) ,Pedro Calderón de la Barca,,,,2137,Monillo y Talega,,Entremés,1,,,Sainete: La procesión de los payos,María Ladrevant,Saturday
27 Enero 1765,La hija del aire (1ª parte) ,Pedro Calderón de la Barca,,,,2479,Monillo y Talega,,Entremés,1,,,Sainete: La procesión de los payos,María Ladrevant,Sunday
28 Enero 1765,La hija del aire (2ª parte),Pedro Calderón de la Barca,,,,3020,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El gallego agente,María Ladrevant,Monday
29 Enero 1765,La hija del aire (2ª parte),Pedro Calderón de la Barca,,,,2479,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El gallego agente,María Ladrevant,Tuesday
30 Enero 1765,La hija del aire (2ª parte),Pedro Calderón de la Barca,,,,1615,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El gallego agente,María Ladrevant,Wednesday
31 Enero 1765,La hija del aire (2ª parte),Pedro Calderón de la Barca,,,,1189,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El gallego agente,María Ladrevant,Thursday
01 Febrero 1765,Casarse por vengarse,,,,,1826,Las sombras,,Entremés,1,,,s. de música,María Ladrevant,Friday
02 Febrero 1765,Casarse por vengarse,,,,,2819,Las sombras,,Entremés,1,,,s. de música,María Ladrevant,Saturday
03 Febrero 1765,Casarse por vengarse,,,,,2496,Las sombras,,Entremés,1,,,s. de música,María Ladrevant,Sunday
04 Febrero 1765,Casarse por vengarse,,,,,1799,Las sombras,,Entremés,1,,,s. de música,María Ladrevant,Monday
05 Febrero 1765,*La mágica florentina,,,,,4822,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Tuesday
06 Febrero 1765,*La mágica florentina,,,,,3363,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Wednesday
07 Febrero 1765,*La mágica florentina,,,,,3660,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Thursday
08 Febrero 1765,*La mágica florentina,,,,,2900,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Friday
09 Febrero 1765,*La mágica florentina,,,,,2983,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Saturday
10 Febrero 1765,*La mágica florentina,,,,,4485,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Sunday
11 Febrero 1765,*La mágica florentina,,,,,4891,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Monday
12 Febrero 1765,*La mágica florentina,,,,,3594,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Tuesday
13 Febrero 1765,*La mágica florentina,,,,,4344,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Wednesday
14 Febrero 1765,*La mágica florentina,,,,,3941,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Thursday
15 Febrero 1765,*La mágica florentina,,,,,3978,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Friday
16 Febrero 1765,*La mágica florentina,,,,,3492,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Saturday
17 Febrero 1765,*La mágica florentina,,,,,4863,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Sunday
18 Febrero 1765,*La mágica florentina,,,,,4681,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Monday
19 Febrero 1765,*La mágica florentina,,,,,4242,Las máscaras,,Entremés,1,,,Sainete: Las resultas de los saraos,María Ladrevant,Tuesday
07 Abril 1765,Dar tiempo al tiempo,,,,,3470,Los locos,,Entremés,1,,,Sainete nuevo,Nicolás de la Calle,Sunday
08 Abril 1765,Dar tiempo al tiempo,,,,,2726,Los locos,,Entremés,1,,,Sainete nuevo,Nicolás de la Calle,Monday
09 Abril 1765,Dar tiempo al tiempo,,,,,2376,Los locos,,Entremés,1,,,Sainete nuevo,Nicolás de la Calle,Tuesday
10 Abril 1765,Las cuentas del Gran Capitán,,,,,1836,Los locos,,Entremés,1,,,Sainete: el mismo,Nicolás de la Calle,Wednesday
11 Abril 1765,Las cuentas del Gran Capitán,,,,,2336,Los locos,,Entremés,1,,,Sainete: el mismo,Nicolás de la Calle,Thursday
12 Abril 1765,Las cuentas del Gran Capitán,,,,,1651,Los locos,,Entremés,1,,,Sainete: el mismo,Nicolás de la Calle,Friday
13 Abril 1765,Las cuentas del Gran Capitán,,,,,1344,Los locos,,Entremés,1,,,Sainete: el mismo,Nicolás de la Calle,Saturday
14 Abril 1765,Las cuentas del Gran Capitán,,,,,2625,Los locos,,Entremés,1,,,Sainete: el mismo,Nicolás de la Calle,Sunday
15 Abril 1765,El honor da entendimiento,,,,,1503,El astrólogo,,Entremés,1,,,s. de música,Nicolás de la Calle,Monday
16 Abril 1765,El honor da entendimiento,,,,,1280,El astrólogo,,Entremés,1,,,s. de música,Nicolás de la Calle,Tuesday
17 Abril 1765,Fineza contra fineza,,,,,1692,El fariseo,,Entremés,1,,,Baile: Las granaderas,Nicolás de la Calle,Wednesday
18 Abril 1765,Fineza contra fineza,,,,,1433,El fariseo,,Entremés,1,,,Baile: Las granaderas,Nicolás de la Calle,Thursday
19 Abril 1765,El cura de Madrilejos,,,,,2051,El botero,,Entremés,1,,,Baile de música,Nicolás de la Calle,Friday
20 Abril 1765,El cura de Madrilejos,,,,,2473,El botero,,Entremés,1,,,Baile de música,Nicolás de la Calle,Saturday
21 Abril 1765,El cura de Madrilejos,,,,,3873,El botero,,Entremés,1,,,Baile de música,Nicolás de la Calle,Sunday
22 Abril 1765,El cura de Madrilejos,,,,,2409,El botero,,Entremés,1,,,Baile de música,Nicolás de la Calle,Monday
23 Abril 1765,El cura de Madrilejos,,,,,1602,El botero,,Entremés,1,,,Baile de música,Nicolás de la Calle,Tuesday
24 Abril 1765,El Cid Campeador,,,,,2418,Qué se pasa,,Entremés,1,,,Baile de música,Nicolás de la Calle,Wednesday
25 Abril 1765,El Cid Campeador,,,,,1755,Qué se pasa,,Entremés,1,,,Baile de música,Nicolás de la Calle,Thursday
26 Abril 1765,Estados mudan costumbres,,,,,1639,El herrero y el casero,,Sainete,1,1765,,,Nicolás de la Calle,Friday
27 Abril 1765,Estados mudan costumbres,,,,,921,El herrero y el casero,,Sainete,1,1765,,,Nicolás de la Calle,Saturday
28 Abril 1765,Estados mudan costumbres,,,,,2325,El herrero y el casero,,Sainete,1,1765,,,Nicolás de la Calle,Sunday
29 Abril 1765,La judía de Toledo,,,,,1896,,,,,,,,Nicolás de la Calle,Monday
30 Abril 1765,La judía de Toledo,,,,,1320,,,,,,,,Nicolás de la Calle,Tuesday
01 Mayo 1765,La dama presidente,,,,,2365,,,,,,,,Nicolás de la Calle,Wednesday
02 Mayo 1765,La dama presidente,,,,,1619,,,,,,,,Nicolás de la Calle,Thursday
03 Mayo 1765,La dama presidente,,,,,2130,,,,,,,,Nicolás de la Calle,Friday
04 Mayo 1765,El guapo Julián Romero,,,,,1545,,,,,,,,Nicolás de la Calle,Saturday
05 Mayo 1765,El guapo Julián Romero,,,,,2140,,,,,,,,Nicolás de la Calle,Sunday
06 Mayo 1765,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,1552,,,Entremés,1,,,Sainete: El barón enamorado - premier,Nicolás de la Calle,Monday
07 Mayo 1765,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,1260,,,Entremés,1,,,Sainete: El barón enamorado,Nicolás de la Calle,Tuesday
08 Mayo 1765,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,1260,,,Entremés,1,,,Sainete: El barón enamorado,Nicolás de la Calle,Wednesday
